feature,label,tweet_id,origin
@LaFallaras Eres patética.,1,1.2066661102145085e+18,misocorpus
"@LaFallaras Puede que el servicio haya sido nefasto...pero vamos, ir haciendo fotos a las propinas de los demás es de loca de los gatos de los Simpsons!🥃🥃",1,1.2066605499935334e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Eres una perra mala....,1,1.2058578078342636e+18,misocorpus
"@LaFallaras Ni loby ,ni loba , eres payasa comunista, por cierto el comunismo está penado en la zona euro aplícate el cuento.",1,1.205489373686489e+18,misocorpus
"@LaFallaras Más bien zorra, que también anda a cuatro patas.",1,1.2055907882200842e+18,misocorpus
"@LaFallaras @populares @CiudadanosCs Tómate las pastillas, loca, que estás loca.",1,1.2056195295582167e+18,misocorpus
"@LaFallaras Y tú pedazo de golfa repugnante, que haces?
Me refiero además de emborracharte",1,1.2066992827425997e+18,misocorpus
@LaFallaras No habrá querido decir zorra?,1,1.2056168394197443e+18,misocorpus
"@LaFallaras @populares @CiudadanosCs Sra.por llamarla de alguna manera,Usted no está bien de la cabeza,verdad?.Sinceramente,creo,que una persona en su sano juicio,no puede decir tantas barbaridades.
Y si no tiene ningún problema mental,es usted un bicho malo,pero malo de verdad.
Da hasta pena,ver lo patética que es.",1,1.2056058240155443e+18,misocorpus
@LaFallaras Prueba  mejor con zorra,1,1.2055999027488604e+18,misocorpus
"@LaFallaras #ZORRA, no loba",1,1.205594382482727e+18,misocorpus
@LaFallaras @populares @CiudadanosCs La verdad es que para acusar como tu haces hay que ser bastante perra.,1,1.2055932155853947e+18,misocorpus
"@LaFallaras Calla petarda, que si no fuera por el cuento feminista del que vives, estsrias viviendo en la puta calle por no haber currado en la puta vida",1,1.2055916284691988e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Eres una payasa !!,1,1.205589722799788e+18,misocorpus
"@LaFallaras @populares @CiudadanosCs Eres una mierda seca, so loca.",1,1.2055878371413565e+18,misocorpus
"@LaFallaras Ostia puta, q repugnante q eres. Ya me gustaría verte a ti toda borracha por ahi. Algún día llegará ese dia",1,1.2066862937506693e+18,misocorpus
@LaFallaras @cuatroaldia Más bien una zorra.,1,1.2055850596187382e+18,misocorpus
@LaFallaras @ahorapodemos @iunida @PSOE @Esquerra_ERC @compromis @SofCastanon @Adrilastra @Irene_Montero_ @abrazopartio @AAlvarezAlvarez @gabrielrufian @Pablo_Iglesias_ @agarzon Eres una puta cerda,1,1.2069793715228058e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Estas loca y sin tratamientos.,1,1.205952517567402e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Eres una loca,1,1.2059209730080973e+18,misocorpus
@LaFallaras Lo que eres es una puta borracha,1,1.205918234798678e+18,misocorpus
@LaFallaras Que triste y patética,1,1.2058980910581268e+18,misocorpus
"@LaFallaras 😅😅😅😅😅
Qué patética...",1,1.2066358826625638e+18,misocorpus
"@LaFallaras Eres patética, ni a las monjas respetas ya",1,1.20697787351031e+18,misocorpus
@LaFallaras Pues en la mesa de al lado mío han comido una payasa y una gilipollas.,1,1.2067135439801754e+18,misocorpus
"@LaFallaras Qu pasa tu vida es tan aburrida y patética qu tienes qu fijarte en lo qu deja los demas de propina? Por qu seguramente tu eres incluso peor, ni dejaras 50 centimos con lo rata y RETRASADA QU ERES",1,1.2069773253105992e+18,misocorpus
"@LaFallaras @ahorapodemos @iunida @PSOE @Esquerra_ERC @compromis @SofCastanon @Adrilastra @Irene_Montero_ @abrazopartio @AAlvarezAlvarez @gabrielrufian @Pablo_Iglesias_ @agarzon Llora, perra, llora!!!",1,1.206939864660398e+18,misocorpus
"@LaFallaras Además de lerda, portera. Una joya. 
Que te irás de este mundo, quiera Dios dentro de muchos años, sin haber vivido la inteligencia en tu puta vida lo sabe Cristo. 
#LasChicasDeBambiyElSigloDeLasLerdas.",1,1.206930917505278e+18,misocorpus
"@IrantzuVarela veo entrevistas y charlas tuyas y lo único q demuestras es q no tienes ni puta idea de nada y q solo te aferras a tu supuesta superioridad moral,cada vez os queda menos tiempo de engañar a mujeres y hombres por igual y cuando ese día llegué a ver de q trabajs gorda",1,1.2069016448285204e+18,misocorpus
"@LaFallaras @CristinaSegui_ @alfonso_ussia @bertrandmyd @publico_es Interesa que no se difunda la VERDAD. Que se oculte que la niña miente.

La justicia ha vuelto a prevaricar.
#lobba 
#zorra",1,1.20689491094895e+18,misocorpus
"@LaFallaras Te sorprendería, ceporra,  la cantidad de gente ""no monja"" (incluso ateos, qué cosas!) que dejan la misma cantidad o nada. Las tonterías que inventas para llamar la atención, payasa.",1,1.2068632355106775e+18,misocorpus
"@LaFallaras Mientas mucho y mal, patética",1,1.2066478986178437e+18,misocorpus
"@LaFallaras Qué patética, mujer. Te pasaré mi número de cuenta bancaria para que me demuestres que tú eres más generosa.",1,1.206743988004442e+18,misocorpus
"@LaFallaras Estas más cagada q niño recién nacido, espabila y déjate de tonterías, PATETICA",1,1.2055868729504932e+18,misocorpus
@LaFallaras Supongo que te referirás a la hija de puta que ha matado a sus dos hijas y luego se ha suicidado. Podía haber empezado por matarse ella Donde están las feminazis??????,1,1.205582460978901e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Estás muy loca. También puede ser que aún no te hayas empinado el carajillo mañanero.,1,1.2061624636302213e+18,misocorpus
"@LaFallaras No eres lobby.
No eres #LOBBA
Eres una #ZORRA",1,1.2056914182928343e+18,misocorpus
@LaFallaras Según he escuchado por las cantinas y los bares... más que loba usted es un poco zorra.,1,1.2056867014122906e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Puta fanática loca. Leerte es una ventana a lo más repugnante del ser humano.,1,1.2056797918878351e+18,misocorpus
@LaFallaras Vas de loba y luego eres una payasa vende humo y suelta mierda jajjajjaja,1,1.205663963620561e+18,misocorpus
"@LaFallaras Payasa, das por sentada la violación, cuando se desmienta todo, que harás, pedirás perdón dejaras de cobrar y expulsar basura por tu cloaca???",1,1.2056636941951672e+18,misocorpus
"@LaFallaras @PDeCATBCN Fallarás, cuando te callarás la puta boca y dejarás de balbucear mierda?",1,1.21317607645064e+18,misocorpus
@LaFallaras @agarzon @populares @elpce @iunida Tu eres una borracha asesina como todos los comunistas hija de la gran puta,1,1.2135226826098852e+18,misocorpus
"@LaFallaras Gensanta, cuánta loca suelta...",1,1.2070014257352335e+18,misocorpus
"Y las féminas, ni te cuento. ¿Y estas zurupetas, analfabetas funcionales y mentales, es lo q mejor q tiene España. ¡No me jodas, la d Colonia Marconi más decentes, dignas q este puti-club-feminazi q nos invaden. ¡Pero si no saben ni hablar!",1,1.214902365465264e+18,misocorpus
"@LaFallaras @bertrandmyd Vas a ver en tu puta cara cómo sigue subiendo la ""ultraderecha"". Lo vas a ver sí, ya te digo que sí, y vas a llorar y preguntarte por qué ha pasado esto. Paciencia y no le des mucho al alpiste si seguimos creciendo.",1,1.2056981835711037e+18,misocorpus
"@Fredy_Rotonda Te ha faltado
Prefiero ser facha a perroflauta
Prefiero ser facha a feminazi
Prefiero ser facha a progre
Prefiero ser facha a ser de la Sexta
Prefiero ser facha a pedir a papa estado
Prefiero ser facha a ser fachada
Prefiero ser facha a ser un vago
Prefiero ser facha,....",1,1.2149017875530957e+18,misocorpus
"@OK__Peru @GabyPac54589881 Esta mujer es la típica lider de feminazi,llegando al poder para ejecutar el plan para que el socialismo obtenga protagonismo y este vigente,para esa gente trabaja.A ver que en la cara pelada de sus abuelos les diga violadores. Es una oportunista.",1,1.2149017342560625e+18,misocorpus
"El Papa bromea con una monja: ""Te doy un beso, pero tú no me muerdes""https://t.co/ZKEiwL1zC8 dónde están las FEMINAZIS indignadas???",1,1.2149012074430874e+18,misocorpus
@soge_6 ¡Oh no! ¡Esto es culpa de los maricones y de las feminazis!,1,1.2149005950034043e+18,misocorpus
las feminazis cada día están más locas. https://t.co/KOR54YBjLU,1,1.2149005287124296e+18,misocorpus
"Auténtico Machismo de Estado, pero claro las #Feminazis ni están ni se les esperan contra estos países.
¿Doble moral de la izquierda más rancia o habría que decir falta de moral? https://t.co/zA80UKMXen",1,1.2149003389663027e+18,misocorpus
@rmartinpalacios Esa es una feminazi de lo peor. Si es que hay alguna mejor 🙄,1,1.2148992453686968e+18,misocorpus
"@LaEtxebarria Gracias Lucía, te honra, muchas feminazis se alegran por ser hombre y encima futbolista.",1,1.2148989944150671e+18,misocorpus
"La del orgasmo clitoriano y no vaginal seguro es española, de aquí salen todas las trastornadas feminazis",1,1.2149038874985308e+18,misocorpus
"@tianamoons___ lo peor es que las feminazis se atribuyen la representación de todas, osea, si a ellas les molesta algo, a TODAS DEBE molestarles; quieren volver al resto, igual de amargadas (y que no les gusten los hombres); no me cae bien jimena, pero vale ejemplo
https://t.co/dS7a4ZF8XF",1,1.2148986876352635e+18,misocorpus
"@LaFallaras @cuatroaldia Bueno, te has aproximado xq ambos son cánidos, pero lo tuyo es de ser más una #zorra (lo digo por lo de la audacia, no seas mal pensada)",1,1.2055018669075046e+18,misocorpus
@LaFallaras Esta mujer suelta la botella de vino y se vuelve loca,1,1.2055001024139305e+18,misocorpus
"@LaFallaras Creo que eres más
#ZORRA
#SentenciaERE
#PodemosCómplice",1,1.2054959175221166e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Loca del coño,1,1.205649327911256e+18,misocorpus
"@LaFallaras @populares @CiudadanosCs Una niña violada es aquella que pierde su infancia y por ende su vida por un hijo de puta. Esta ""niña"" que de niña tiene poco no se ha quedado tramada ni nada por el estilo, quería fiesta como la había tenido con anterioridad y con posterioridad. La ""niña"" viene de vueltas.",1,1.2058557207947223e+18,misocorpus
"@LaFallaras No eres ni lobby ni lobba ni na ,eres tonta , boba maliciosa , además de manipuladora y patética y mi distante de la verdad no porque no la sepas sino porque si la verdad va contra tus ideas la manipulas muy a lo gobbels , amas de el doble w y la fariña pa amasar",1,1.2058388472523244e+18,misocorpus
@LaFallaras Estas como una puta cabra 🐐 y además eres imbecil,1,1.2058314810897695e+18,misocorpus
@LaFallaras @populares @CiudadanosCs No dejas de dar un asco terrorífico payasa ... deja la botella YA!!!,1,1.2058081689300419e+18,misocorpus
@LaFallaras Lobba?... Más bien estúpida,1,1.205800610831962e+18,misocorpus
"@LaFallaras @populares @CiudadanosCs Que Cerda eres, vividora, HDP",1,1.205770963511599e+18,misocorpus
"@LaFallaras @populares @CiudadanosCs ¿Pero tú en qué mundo vives? Se tiene que vivir de puta madre allí, te dejan decir toda la basura que te llega a la cabeza.",1,1.2057646668463268e+18,misocorpus
"@LaFallaras @populares @CiudadanosCs Putas borrachas y yonkis como esta cerda llenan esta mierda de app, al final esto pertenece aa izquierda y aquí sólo ellos pueden insultar y calumniar a quien quieran sin ninguna censura, pero vamos que al final esta borracha acabará donde lo está pidiendo a gritos",1,1.2057476644674806e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Tus padres tienen que ser hermanos mínimo  xk sino salir así es imposible 🤮🤮 puta cínica de mierda 🤮🤮🤮,1,1.2056599163226522e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Te va a meter un puro por zorra !!,1,1.205743061122343e+18,misocorpus
@LaFallaras @populares @CiudadanosCs Bueno al menos no es una loca del coño.,1,1.206012777258791e+18,misocorpus
@IrantzuVarela Puta loca del coño y terrorista lo tienes todo bonita,1,1.2061832115728302e+18,misocorpus
"@annapratx ¿Y tú porque coño te metes en la vida del resto de las mujeres? Te gusta decir a personas adultas como deben practicar él sexo, odias la libertad. Feminazi.",1,1.2148979699940516e+18,misocorpus
"@LaFallaras No payasa, mañana puede ser cualquiera, familiar, hermanos, primos, amigos...cualquiera puede ser víctima de manipuladoras y mentirosas hembras que se dedican a joder nada más, das asco",1,1.2081963238807183e+18,misocorpus
@LaFallaras Alfinal serás una loca mas,1,1.2083813374780293e+18,misocorpus
@LaFallaras Vayaaaaa  resacón has pasado eeehhhhhhh. Te pusiste ciega cabrona!!!!!😂😂😂😂😂😂😂,1,1.210219235311575e+18,misocorpus
@LaFallaras Hombre lo de puta y el culo te va a costar dejarlo,1,1.2102390986880983e+18,misocorpus
@LaFallaras Otra payasa que no se cansa de hacer el ridículo!!! 😂😂😂😂😂🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸,1,1.2054384420516864e+18,misocorpus
@LaFallaras Tú ya sabíamos que no eras virgen...te va mucho la zumba..eres más estúpida y peor aún las estupideces que sueltas,1,1.2112275276808438e+18,misocorpus
"@LaFallaras Virgen no, eso lo sabemos, pero muy patética si lo eres.",1,1.2111791963341373e+18,misocorpus
"@LaFallaras Te podías ir un poco a la mierda, payasa.",1,1.2126660930279014e+18,misocorpus
"@IrantzuVarela @LaFallaras Espero no cruzarme nunca con una loca de estás. Cómo está el patio, hacen el ridículo.
#Feminazis 
#Feminazi 
#lobba",1,1.2080998149714944e+18,misocorpus
"@LaFallaras No tenéis ni puta idea. Y la ignorancia no os dejan ver quien es quien
Yo no soy de derechas. Y vote su partido.",1,1.2134988340825743e+18,misocorpus
"@LaFallaras Dos años y medio por violar a una mujer que estaba incapacitada te parece bien, pero 38 años por violar a una golfa calienta pollas te parece proporcionado porque... ¡zon niñooooz!",1,1.2079959129136538e+18,misocorpus
@LaFallaras Deja de drogarte estupida,1,1.2102048018433024e+18,misocorpus
"@LaFallaras Borracha,guarra, marrana,cerda , cochina",1,1.2101897096386028e+18,misocorpus
@LaFallaras La primera vez que dices una verdad .Lo primero es reconocerlo ahora ve a Proyecto Hombre que te tratarán lo del alcohol y drogas. Con respecto a lo de ser ladrona y puta eso ya ve a un Psicólogo.,1,1.210186232988414e+18,misocorpus
@IrantzuVarela Lo que es una pena es que estés hablando en Español y no tengamos ni puta idea de lo que estás diciendo,1,1.2085340437903647e+18,misocorpus
"@LaFallaras Yo no sé si sabes o no usar el dichoso perfume pero, leído este tuit, me queda claro que de escribir no tienes ni puta idea.",1,1.2102183694855414e+18,misocorpus
@IrantzuVarela @Santi_ABASCAL @ivanedlm En España no se quemaba a nadie. Aprende algo de historia payasa. https://t.co/I9km7AyH6y,1,1.205264442415571e+18,misocorpus
"@LaFallaras @MagdalenaProust @AnagramaEditor Pues hala, que se lo traguen los que quieran.... me recuerdas muchísimo a la loca de la madre de Carrie en la película... fanática hasta los huesos.",1,1.2050567230248305e+18,misocorpus
"@LaFallaras @voxpopul El violador lo será tu puta madre, que ya está bien hombre, hartita  tenéis a la sociedad ya, no sabéis más que sembrar odio por que sólo proyectáis el que sentís por vosotras mismas.",1,1.2048442465466941e+18,misocorpus
@LaFallaras @voxpopul Y la puta eres tú...,1,1.2047681413033042e+18,misocorpus
@LaFallaras @RubenSanchezTW Harás un nuevo ridículo. Payasa.,1,1.2080230324360028e+18,misocorpus
"@LaFallaras @sanchezcastejon Eres patetica Señorona .Imaginais que dejamos de verte vomitar en los medios de comunicacion ? 
Imaginais ?
Eso si Seria Maravilloso.",1,1.2134742679013786e+18,misocorpus
"@IrantzuVarela Yo me lo ponía en la bio: ""Puta Loca del Coño Terrorista y Bonita"". Tal cual. 
😘",1,1.2061866540227215e+18,misocorpus
"@IrantzuVarela que payasa usar tu influencia para joderle el trabajo a demas personas, no vales ni un duro como persona.",1,1.2062081902092984e+18,misocorpus
"@LaFallaras Pues tú misma acabas de llamarte borracha, toxicómana, puta, loca y ladrona. Dicen en mi tierra que ""no hay mejor sastre que el que conoce el paño"".",1,1.2105763290218045e+18,misocorpus
"@LaFallaras A ver loca, todo lo que dices me lo creo, las locas hacen cosas de locas...Y no digo más porque sólo de pensarlo me entran ganas de vomitar",1,1.2106698690851348e+18,misocorpus
"@LaFallaras Que pena chica, de verdad eres una loca",1,1.210688499965399e+18,misocorpus
@LaFallaras @paulasusaetas @emesotomayor Hay que estar subnormal  para leer a una loca alcoholica,1,1.2109740695391273e+18,misocorpus
"@LaFallaras Ya se te ha ido la mano otra vez con la medicación, payasa.",1,1.2110308374976635e+18,misocorpus
"@LaFallaras Y como una puta cabra, tb estás.",1,1.2054654652057354e+18,misocorpus
@LaFallaras Y que ? Acaso tienes perjuicios payasa,1,1.206633081798566e+18,misocorpus
"@LaFallaras Eres una puta mentirosa, tú que has dejado...el corcho de la botella o te lo has metido en el culo?",1,1.2065881235364127e+18,misocorpus
"@LaFallaras Espero que el karma no tarde demasiado en devolver toda la mierda que esparce a la petarda esta de la Seguí. Va a tener trabajo, la muy cerda",1,1.2065587749385216e+18,misocorpus
@LaFallaras @voxpopul Y la #ZORRA eres TU,1,1.2065230429371474e+18,misocorpus
"@IrantzuVarela 40 años de terrorismo.
800 asesinatos cometidos por  terroristas vascos.
Silencio cómplice de la mayoría de los vascos  y homenajes a etarras  a dia de hoy.
¿ Hay que boicotear los productos de tu tierra, payasa?",1,1.20632391863996e+18,misocorpus
@IrantzuVarela Le sigues comiendo la polla a los HIJOS DE PUTA asesinos a los que loáis!!!! Porque eso bo es Boikot....es Mamada!!! 😎#TLHA2M,1,1.2062764229327954e+18,misocorpus
"@LaFallaras Gracias por confirmar.
Andaba preocupado pensando que exageraba mis pensamientos.
Tú lo has dicho, no yo, alcohólica, yonqui y puta amargada con gatos.
Hala, a pastar.",1,1.2105382118959145e+18,misocorpus
"@LaFallaras @sanchezcastejon Te imaginas que el PSOE devuelve el dinero de los ERE?,  eres PATÉTICA, que cargo te han prometido?",1,1.2134648206972232e+18,misocorpus
"@LaFallaras Te has definido de puta madre, las cosas como son.",1,1.21024553535087e+18,misocorpus
@LaFallaras Debes estar caliente como una perra en celo verdad?? Jajajajajajajaja eres muy ignorante.,1,1.2134338997218755e+18,misocorpus
"@LaFallaras No sabes ni leer, payasa.",1,1.213371530199126e+18,misocorpus
@LaFallaras Payasa ya has quitado el sentido a la palabra miedo por usarla tanto sin sentido,1,1.213192850013393e+18,misocorpus
"@LaFallaras Joer no sabía que aparte de ladrona y politoxicimana, también eras puta!! Ahora entiendo un poco más porqué tanta rabia acumulada!!! Te recomiendo un poco de yoga y mindfulness para paliar un poco tanta vibración negativa!!",1,1.210257933898068e+18,misocorpus
"@LaFallaras ¿Puro toxicómana? ¿Puro puta? ¿Puro loca? ¿Puro loca y puro ladrona?
Al final van a tener razón y te lo bebiste. Por eso se te olvidó lo del lenguaje inclusive. Ándate con ojo que te quitarán el carné de ""Pura"" feminista.",1,1.210269614342656e+18,misocorpus
@LaFallaras Puta?La gente no está tan desesperada para ir contigo ni pagando,1,1.2102609910381486e+18,misocorpus
@LaFallaras Robado? Pero no era un regalo? Jajaja aclárate payasa !!! Vaya minutos de gloria te agencias a costa de tus “adicciones” jaja,1,1.21028846356992e+18,misocorpus
@LaFallaras @PeioHR Jooo qué mala eres! (no se puede ser más patética...),1,1.2103436486065398e+18,misocorpus
"@LaFallaras @PeioHR Se nota que estas muy necesitada de carne magra deshuesada,eres patetica.",1,1.2104310984524227e+18,misocorpus
@LaFallaras Cerda borracha. Das mucho asco,1,1.2110540982897132e+18,misocorpus
@IrantzuVarela La que faltaba la puta abortista feminazi dando otra la lata,1,1.2061178192025805e+18,misocorpus
"@dulce_decepcion @giulianacaccia que miserable, debe ser una feminazi? resentida social",1,1.2148976315557028e+18,misocorpus
"@_NUEVE_ONCE Y que putas ganó con eso ????
Parece una feminazi loca .",1,1.2149307409552343e+18,misocorpus
"@LaFallaras @sanchezcastejon Deberías empezar por imaginarte k devuelven (PSOE) todo lo k nos han robado a los andaluces PAYASA. DIsfruta ahora de tú ""gloria"" k pronto pasarás al ostracismo. Imbécil.",1,1.2148076816655524e+18,misocorpus
@LaFallaras @sanchezcastejon Os imagináis que esta estúpida devuelva todo lo robado?.... #mindunguis,1,1.2147699779889193e+18,misocorpus
"@LaFallaras EN LA PUTA CALLE PARA SIEMPRE ES DONDE DEBERÍAIS ESTAR
VOSOTROS FASCITAS SOIS LOS TERRORISTAS",1,1.2147140247488635e+18,misocorpus
"Aplausos a este cabron,sera tigrere pero eso no tiene nada que ver con que dice absolutamente la verdad, saludos a las doblemoralistas piel delgadita millenials feminazis https://t.co/NlYmWRNkFf",1,1.2149521453778002e+18,misocorpus
@LaFallaras Hablo la loca borracha del pueblo.,1,1.2148390236860826e+18,misocorpus
"@edufeiok Zaffaroni el genio de la luz apagada, arden las feminazis.",1,1.2149371335988716e+18,misocorpus
"@LSalazrar @Rolando71950982 Ayer me cayeron feminazis endógenas por no estar de acuerdo con un término, si con su causa! block con esa gente!",1,1.2149354861685187e+18,misocorpus
"@KarlSeta5 Ayer vi en Hipercor que ha sacado un libro de cocina. Será para enseñar a cocinar a las feminazis, que no saben freír un huevo!!!",1,1.2149333500766044e+18,misocorpus
Jeje muy buen comic bro si que les enseñaste a esas feminazis!! https://t.co/Qd872G2DDb,1,1.2149300940844933e+18,misocorpus
"Quiero ver a aquellas feminazis que van casi empelotas en sus marchas, usando hiyab y totalmente sometidas. Muy lindo hablar y bailar, pero la realidad es otra y no veo a ninguna de ellas ayudando a las iraníes. https://t.co/T2MTbF3ACw",1,1.2149376725920358e+18,misocorpus
"@LaFallaras @sanchezcastejon ¿Te imaginas que devuelven el oro que se llevaron a Moscú? O.... ¿Te imaginas que devuelven el tesoro de diamantes, joyas y oro que robaban en la guerra y que se llevaron a Méjico? Eres una puta fanática, espero que te encuentres cara a cara con el odio que desprendes.",1,1.2148088259974636e+18,misocorpus
@AlDerecha Jajaja donde te vea una feminazi corre o te apedrea jajaja,1,1.2149542543074058e+18,misocorpus
"@nbg__ Todas se parecen, muy democrático todo. Todas cincuentonas feminazis aborteras odiahombres con anteojos horribles para acentuar más sus horribles rostros.",1,1.2149538802467308e+18,misocorpus
@doppelleben Jajajajaja cómo vas a decir qué tiene razón sobre una asesina? Después se enojan cuando les dicen feminazis,1,1.2149531792651633e+18,misocorpus
"Y por comentarios como éste, el movimiento feminista no triunfará. No busca la igualdad entre hombres y mujeres. Son feminazis, que en su mayoría odian a los hombres y solo se quieren a sí mismas y en algunos casos, a las gallinas. https://t.co/NjZcIYzaeB",1,1.2149527572260372e+18,misocorpus
"@LaFallaras @sanchezcastejon Te imaginas si nos devuelven el oro robado, las obras de arte...coño! Y los millones de los Eres? Te imaginas? Pá qué te vas a imaginar eso....pá qué!! Payasa.",1,1.2146854075620762e+18,misocorpus
"@TefaBellugo @VicGarciaNou Pensé que era un tuit sarcástico, pobres las feminazis las ponen en vergüenza tan rapido, con estas manías de cerebro",1,1.2149521937086915e+18,misocorpus
@LaFallaras Maldita eres tú!!! Que solo maldices al hijo de puta blanco y español que asesina!!! Y no a TODOS!!! Indiferentemente de dónde sea!!! Algo que decir de las manadas de extranjeros!? Que las hay!!! Y muchas!!! O de las mujeres que asesinan a sus hijos!?,1,1.2142430603155743e+18,misocorpus
"@LaFallaras Cada vez más patetica, oye informate bien...y sobre la mente",1,1.2137498109830636e+18,misocorpus
@IrantzuVarela Que pasa que el 90% de las personas en este mundo que su sexo es heterosexual no lo hacen con deseo ? Jajajajaja pobre malfollada.,1,1.2143389426376212e+18,misocorpus
@LaFallaras @TeruelExiste_ Allí te puedes emborrachas loca alcohólica,1,1.213870892138324e+18,misocorpus
"@LaFallaras A ver si también maldices a esta #zorra :
https://t.co/icKuAhSVEe",1,1.2141440205716603e+18,misocorpus
"@LeticiaDolera @lunamonelle Así es en muchos aspectos, ahí está la diferencia entre ser un casanova y ser una puta.",1,1.2141774830225818e+18,misocorpus
@LaFallaras Pues ni te inmutaste la semana pasada cuando una zorra ahogó a su hija de 10 años. Un crimen es un crimen o no?,1,1.214211948277117e+18,misocorpus
"@LaFallaras No, para nada....una vergüenza....espero que apoyes para este hijo de puta PPR, pero también para las mujeres que matan a sus hijos....no hagas clases de víctimas....tu...y la gente como tú, es la que hace que, en las próximas, VOX tenga 70 diputados....",1,1.21424372703787e+18,misocorpus
"@LaFallaras No, payasa, lo que te están diciendo que porque no te ofendes con todos por igual??? Solo defiendes el machismo nada más, el resto de víctimas las ignoras, payasa",1,1.2143335479280067e+18,misocorpus
"@LaFallaras @ivanedlm Eres tan tonta que no sabes ni informarte, la tiene en casa payasa no la lleva, infórmate mejor y tener pistola no te da licencia para matar, esas las da el comunismo",1,1.2146860550619587e+18,misocorpus
@MJou16 @smerlapeke @elgote666 @annapratx Feminazis misandricas cuidado que vienen!! 🤣🤣🤣,1,1.2149292522415514e+18,misocorpus
@JoSocVenecola Asi mismo es TENDREMOS que tirárselo a las FEMINAZIS 😂😂😂😂,1,1.2149283556629914e+18,misocorpus
"Abolir la prostitución jajajajaja estas feminazis se embarcan en cada batalla que saben jamás ganaran, necesitan sentirse útiles en algo a lo largo del tiempo. https://t.co/w1SqNAKyBX",1,1.2149558771171779e+18,misocorpus
"@AdaColau Nose porque te sigo, me entran unas ganas de volarme la puta cabeza cada vez que leo cualquier mierda tuya🤯",1,1.2133872428000625e+18,misocorpus
"@kalakahua @Alba_p27 ""Si el mayor porcentaje de asesinatos tiene de víctimas a hombres, da igual, es un hombre, me de igual cuantos mueran.
Ni me inmuto.""
Pensamiento feminazi típico.",1,1.2149404953796485e+18,misocorpus
"@estelagarto5 @mariadoc_81 @portalmvd El lenguaje inclusivo es una estupides, y no escribo como machista digo lo que pienso, tu quizá lo ves asi porque sos feminazi y te duele la verdad.",1,1.2149395831772652e+18,misocorpus
"@Cristin20105937 @smerlapeke @elgote666 @annapratx Ni siquiera sabes leer entre lineas. El discuso feminazi da a entender que la mayoría de hombres somos unos violadores y a parte creen que debemos aceptar que nos digan eso 😂. Y no, no todas las violaciones las cometen los hombres. Ahí t salio la vena misandrica.",1,1.2149385835026432e+18,misocorpus
@LaFallaras ¿Y a tí que te importa payasa?,1,1.2069796487243612e+18,misocorpus
"@LaFallaras @publico_es Pues yo ni apoyo a esos violadores ni a la golfa de la niña.
El que esos tres sean unos mierdas, no quita que la niñata esa sea un putón verbenero.",1,1.207003595176104e+18,misocorpus
"@InesArrimadas Tu partido va en el mismo camino de UPyD. Y tú vas en camino de convertirte en la siguiente vieja loca de los gatos. #Agur 

#España #FelicesFiestas",1,1.2119640180233748e+18,misocorpus
"@InesArrimadas y sus chiringuitos. Patética
#InvestiduraRTVE",1,1.21353405484023e+18,misocorpus
"@MiliiPonzini @madorni @Lubertino El TW es contra la secfa feminazi, nada que ver con las víctimas de la delinciencia",1,1.2149442780756255e+18,misocorpus
"@AdaColau PERO VAMOS A VER LOCA...LAS LEYES ESTAN PARA CUMPLIRLAS SIEMPRE,TE GUSTEN O NO TE GUSTEN,Y NO SOLO CUANDO TE GUSTAN A TI...FEMIAZI,QU ERES UNA FEMINAZI",1,1.21337365318801e+18,misocorpus
"@InesArrimadas Tu atacas los nervios, payasa!!! Lo de la JEC es ilegal, pero como haceis con la “”justicia”” lo que os sale de la polla todavía te crees lista...",1,1.2133281290555023e+18,misocorpus
@cayetanaAT Hija de puta boluda,1,1.2132947553560535e+18,misocorpus
"@InesArrimadas Patetica , repetitiva, mentirosa . Cuando hablas de corrupcion , con quien gobiernas en Andalucia, Madrid, CyL?",1,1.213535117106434e+18,misocorpus
"No me digan que esto no es tierno? Para demostrar el amor por alguien,no hay edad,sólo para los puritanos y para las feminazis. https://t.co/xttr1lq3IW",1,1.2148972143776686e+18,misocorpus
@InesArrimadas Arrimadas eres un rollo porque no dices algo nuevo te estoy oyendo en la investidura y eres patética.,1,1.2135341095675372e+18,misocorpus
@AdaColau lo que usted ha hecho con los precios de los billetes de metro en barcelona es un puta vergüenza 10 euros para ir de joanic a bogatell con mis dos hijos repito es usted una sin vergüenza,1,1.2134014454348431e+18,misocorpus
@floralisah Feminazis pueden callarse,1,1.2149457845814968e+18,misocorpus
@Irene_Montero_ ¿Y Arabia? ¿Las feminazis no os manifestáis por cómo están las mujeres en Arabia delante de su embajada? Hipocresía progre. Giliprogre.,1,1.2149280666250527e+18,misocorpus
